lam,mu
0.7192408087131978,2.218921084660665
1.0591085017314381,2.277005269143156
0.40871946865855713,1.6243432326530247
3.546573413836622,2.1456217539314277
2.423299295241725,2.2384501132337857
1.4699302655467426,1.3509904212714297
3.683225308146853,2.461408182794806
2.022381075923687,2.1952878142353622
1.514503532720494,1.4626837235940484
0.8879478791761336,2.912622946781294
2.3262377894404445,2.0161097837366166
1.7016365308609227,2.1735482281009104
0.8184514855380631,1.601470699135698
0.9379383816119201,1.918219544354893
3.862226270248012,2.060179253419024
6.211297944930923,1.8323553979873923
1.4373207296429602,1.8940592735531916
2.436602755597654,2.0221820773125234
1.2625578377838187,2.384526899721675
0.22004284100225005,2.7911078888417133
3.7747840412133478,2.0001324880409026
1.3808053279233568,1.941826309370896
1.2707016982977488,1.5745912321227145
1.6162658657236189,2.557117415108148
4.526614049156911,1.8704831726350755
2.689858173310012,1.9550500135258058
1.9057367229009996,1.1461255919330182
1.77215504958588,1.4525504336767658
0.325062594005238,2.255857161462566
0.12794358392767652,0.7371092375545101
0.4312452127814868,1.7665573332558266
1.7431541157878991,2.2440029809644817
0.43739270234227284,1.9246703604146722
1.233652194908612,2.1876208823524927
1.518212521142379,1.5086126593085232
1.4816522998038102,1.4751541680991598
2.8202440548183523,2.2007623243767642
3.2906535187181136,2.4671114149822717
0.42517095379282355,1.8406666470640785
0.8155394323424655,1.5623401306935956
0.5638823956753989,1.532114570488853
1.8898125563484425,2.599072450294935
3.828614001469046,2.1880580844896946
5.398907580885365,2.9077709591621614
1.0156005838327202,2.356609402145745
2.037158371952143,1.9092550974633817
1.8615093617766976,2.031699586967646
3.0179656736125686,2.1969963723991315
1.2037719213494973,2.2835067532280124
1.0125325621023966,2.601822565190283
3.571506286160907,2.7165336614763254
0.4399788875490319,1.902729852172882
0.8072369763006111,1.6497454295959295
1.341775092158157,1.996791960311188
0.865489141024201,2.2046311826269087
1.7387249010674288,2.0118035438872917
2.3736533838160745,0.7400705128520527
1.8281098413931105,1.2650403875716256
1.5363046804585876,2.174175608034286
5.220882681809979,1.534663831675085
1.4945263968991374,1.2216568793431282
2.0595150167633527,1.7557107570748973
1.8371369234152712,1.3891865185231065
4.930029957199238,1.823038290496841
1.8359563296852532,2.495589701140324
2.0376912976723904,1.928881606007213
1.1911965687233492,1.4430048541424298
0.7032338233586609,1.6402687668529914
2.621683004344451,2.0067719105316866
3.587398958980068,1.8283337599751897
1.6129949891639697,1.2375214068541074
1.0555589863417967,1.430963960335939
1.2027175490479167,1.5418417595263343
1.0158970207981208,2.6342622680502314
1.290296828175101,2.6112355253996635
1.579779372390909,1.8294127452262772
1.0254564420348238,3.0522806336217223
3.4963723866059424,2.092243253807566
0.7962541965711156,2.1210387352376534
1.7975953860731186,1.0951826187948672
4.107841922339301,2.228320464138809
2.849615507379251,2.277123491906277
1.837720199866914,2.360685386178078
0.13929870020467172,1.1044231049017346
2.414800707198563,1.490010844597663
2.398858422447076,0.9056699276496121
4.266626728607993,2.442803328308126
0.7004781202526297,1.4270336058119506
1.7261228680567708,1.529092308497378
0.8095659701908168,1.881987325539663
3.6052761221247964,2.675526893297872
1.1073229188054414,1.5931338059095885
1.2750461778568705,1.5397704762288897
1.836209063442402,2.1492499697237273
2.5598962379762975,1.3348324930949158
2.7312845095424487,2.202601246875806
0.6136081305949069,1.7176755669238288
3.2364735131239777,2.0969585248431084
1.899153496220831,2.7613454393614036
2.276487910161977,2.0437404746466292
2.260116929626714,1.7115387402116617
1.0055653142202112,1.5468548553482742
1.4833768826055849,1.7214603812967963
0.5089462018401345,2.319246659512885
3.6763180610848876,2.000493875499564
1.365303622546844,2.2094800455650496
1.0355993809108874,2.5975659963950752
1.1084312072228613,2.2326721406238503
1.4419474403045367,2.874556344703068
0.8710585186739505,1.596929341384272
0.7658666466094054,2.450729036499916
1.1988384780078731,1.1949997008428626
2.0709366606864217,1.930618334697242
1.998726143945189,2.508106861345058
1.4638236182991746,2.143210655149818
0.5478530654010836,2.722868715613472
0.9647042459383964,1.8979704148856413
0.28479060060889316,2.5914470210795475
2.2016861583026044,2.4429059111761844
1.2881156788994026,2.6916461945585586
0.8497740424787608,3.011194618481151
1.2866432081102275,1.9870828950588615
6.2278897463584535,1.7808688502671446
0.4894628819061311,2.1597662107539817
1.2613007547571229,1.9125951099528429
1.4945778588252794,1.3621317570103086
1.565847432303636,1.469145596870204
0.5112383964769699,1.1509682299326558
2.7826500103364085,2.051801808407567
3.994582006095305,2.1768412277630262
